Name,Sweep (T1),,,Name,Sweep (T2),,,
Date,03/04/2022,,,Date,03/04/2022,,,
Time,12:32:43,,,Time,12:32:43,,,
Instrument,FPC1000 - 204388/002,,,Instrument,FPC1000 - 204388/002,,,
Firmware Version,V1.70,,,Firmware Version,V1.70,,,
Country of Origin,Czech Republic,,,Country of Origin,Czech Republic,,,
Instrument Mode,Spectrum Analyzer,,,Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrum,,,Meas Mode,Spectrum,,,
Uplink,- - -,,,Uplink,- - -,,,
Downlink,- - -,,,Downlink,- - -,,,
Channel,- - -,,,Channel,- - -,,,
Center Frequency,476000000,Hz,,Center Frequency,476000000,Hz,,
Frequency Offset,0,Hz,,Frequency Offset,0,Hz,,
Span,12500000,Hz,,Span,12500000,Hz,,
Ref Level,-50,dBm,,Ref Level,-50,dBm,,
Ref Offset,0,dB,,Ref Offset,0,dB,,
Ref Position,1.00 ,,,Ref Position,1.00 ,,,
Range,100,dB,,Range,100,dB,,
RF Attenuation,Auto Low Distortion,,,RF Attenuation,Auto Low Distortion,,,
RF Attenuator,0,dB,,RF Attenuator,0,dB,,
Pre-Amplifier,Off,,,Pre-Amplifier,Off,,,
RF Input,50 Ω,,,RF Input,50 Ω,,,
RBW,10000,Hz,,RBW,10000,Hz,,
VBW,100000,Hz,,VBW,100000,Hz,,
SWT,0.252,s,,SWT,0.252,s,,
Trigger Mode,Free Run,,,Trigger Mode,Free Run,,,
Trigger Level,- - -,,,Trigger Level,- - -,,,
Trigger Delay,- - -,,,Trigger Delay,- - -,,,
Trace Mode,Clear / Write,,,Trace Mode,Max Hold,,,
Trace Math,Off,,,Trace Math,Off,,,
Trace Detector,RMS,,,Trace Detector,Max Peak,,,
Primary Transducer,- - -,,,Primary Transducer,- - -,,,
Secondary Transducer,- - -,,,Secondary Transducer,- - -,,,
Isotropic Antenna,Off,,,Isotropic Antenna,Off,,,
Limit Line 1,- - -,,,Limit Line 1,- - -,,,
Result Limit Line 1,- - -,,,Result Limit Line 1,- - -,,,
Limit Line 2,- - -,,,Limit Line 2,- - -,,,
Result Limit Line 2,- - -,,,Result Limit Line 2,- - -,,,
Marker 1,482250000,Hz,,Marker 1,482250000,Hz,,
Marker 1 Value,-109.45,dBm,,Marker 1 Value,-100.01,dBm,,

Frequency [Hz],Magnitude [dBm],,,Frequency [Hz],Magnitude [dBm],,,
469750000,-106.561729431152,,,469750000,-100.011978149414,,,
469760575.296108,-106.413047790527,,,469760575.296108,-99.4350662231445,,,
469771150.592217,-108.383323669434,,,469771150.592217,-100.857986450195,,,
469781725.888325,-110.42862701416,,,469781725.888325,-99.1836853027344,,,
469792301.184433,-107.767364501953,,,469792301.184433,-99.9513473510742,,,
469802876.480541,-106.462844848633,,,469802876.480541,-99.6970825195313,,,
469813451.77665,-107.345329284668,,,469813451.77665,-101.432411193848,,,
469824027.072758,-111.141822814941,,,469824027.072758,-101.512817382813,,,
469834602.368866,-113.159317016602,,,469834602.368866,-100.728172302246,,,
469845177.664975,-115.200828552246,,,469845177.664975,-99.5909729003906,,,
469855752.961083,-110.079467773438,,,469855752.961083,-99.5782165527344,,,
469866328.257191,-111.750312805176,,,469866328.257191,-100.349960327148,,,
469876903.553299,-113.27416229248,,,469876903.553299,-99.2373809814453,,,
469887478.849408,-109.221839904785,,,469887478.849408,-100.214286804199,,,
469898054.145516,-105.65266418457,,,469898054.145516,-100.134788513184,,,
469908629.441624,-114.284530639648,,,469908629.441624,-98.640510559082,,,
469919204.737733,-108.750694274902,,,469919204.737733,-99.3416595458984,,,
469929780.033841,-110.721122741699,,,469929780.033841,-99.8979949951172,,,
469940355.329949,-111.163291931152,,,469940355.329949,-99.8325653076172,,,
469950930.626058,-111.63304901123,,,469950930.626058,-99.4634399414063,,,
469961505.922166,-111.981094360352,,,469961505.922166,-100.401504516602,,,
469972081.218274,-110.178695678711,,,469972081.218274,-100.630180358887,,,
469982656.514382,-113.53199005127,,,469982656.514382,-99.027961730957,,,
469993231.810491,-109.272445678711,,,469993231.810491,-98.0101318359375,,,
470003807.106599,-109.358932495117,,,470003807.106599,-100.75830078125,,,
470014382.402707,-109.414070129395,,,470014382.402707,-100.129470825195,,,
470024957.698816,-111.570663452148,,,470024957.698816,-99.9981384277344,,,
470035532.994924,-111.533020019531,,,470035532.994924,-99.0787506103516,,,
470046108.291032,-111.840576171875,,,470046108.291032,-99.8097915649414,,,
470056683.58714,-112.708656311035,,,470056683.58714,-99.082763671875,,,
470067258.883249,-112.447174072266,,,470067258.883249,-99.3253631591797,,,
470077834.179357,-109.62068939209,,,470077834.179357,-98.6717147827148,,,
470088409.475465,-105.200820922852,,,470088409.475465,-98.3737335205078,,,
470098984.771574,-109.308296203613,,,470098984.771574,-98.1825561523438,,,
470109560.067682,-111.780822753906,,,470109560.067682,-99.2938537597656,,,
470120135.36379,-109.191673278809,,,470120135.36379,-100.372604370117,,,
470130710.659898,-108.238235473633,,,470130710.659898,-99.4532241821289,,,
470141285.956007,-110.593467712402,,,470141285.956007,-99.3444976806641,,,
470151861.252115,-106.912239074707,,,470151861.252115,-99.9228668212891,,,
470162436.548223,-108.659477233887,,,470162436.548223,-99.4303665161133,,,
470173011.844332,-109.822036743164,,,470173011.844332,-99.3047485351563,,,
470183587.14044,-106.457725524902,,,470183587.14044,-99.4374237060547,,,
470194162.436548,-109.626747131348,,,470194162.436548,-99.0519638061523,,,
470204737.732657,-107.93416595459,,,470204737.732657,-99.1528472900391,,,
470215313.028765,-108.684173583984,,,470215313.028765,-100.182739257813,,,
470225888.324873,-111.62141418457,,,470225888.324873,-98.9642486572266,,,
470236463.620981,-107.809585571289,,,470236463.620981,-99.1883087158203,,,
470247038.91709,-108.211143493652,,,470247038.91709,-98.5289001464844,,,
470257614.213198,-110.441635131836,,,470257614.213198,-99.0463180541992,,,
470268189.509306,-109.641220092773,,,470268189.509306,-99.8252334594727,,,
470278764.805415,-109.631538391113,,,470278764.805415,-99.1043701171875,,,
470289340.101523,-113.495162963867,,,470289340.101523,-99.4034729003906,,,
470299915.397631,-106.728805541992,,,470299915.397631,-99.4658050537109,,,
470310490.693739,-108.862182617188,,,470310490.693739,-98.7235488891602,,,
470321065.989848,-109.116401672363,,,470321065.989848,-98.4646606445313,,,
470331641.285956,-108.320381164551,,,470331641.285956,-99.3315582275391,,,
470342216.582064,-108.354156494141,,,470342216.582064,-99.8276062011719,,,
470352791.878173,-108.906379699707,,,470352791.878173,-99.4032821655273,,,
470363367.174281,-110.997291564941,,,470363367.174281,-97.3756103515625,,,
470373942.470389,-109.58797454834,,,470373942.470389,-98.1022186279297,,,
470384517.766497,-106.24195098877,,,470384517.766497,-98.602783203125,,,
470395093.062606,-104.296905517578,,,470395093.062606,-99.1031951904297,,,
470405668.358714,-105.233955383301,,,470405668.358714,-99.3590774536133,,,
470416243.654822,-104.748580932617,,,470416243.654822,-99.6558837890625,,,
470426818.950931,-105.948432922363,,,470426818.950931,-98.8714141845703,,,
470437394.247039,-110.624221801758,,,470437394.247039,-99.4287338256836,,,
470447969.543147,-106.589111328125,,,470447969.543147,-98.9046478271484,,,
470458544.839256,-107.89200592041,,,470458544.839256,-98.773681640625,,,
470469120.135364,-107.387451171875,,,470469120.135364,-97.5941925048828,,,
470479695.431472,-104.259880065918,,,470479695.431472,-98.3550262451172,,,
470490270.72758,-104.860786437988,,,470490270.72758,-99.6005554199219,,,
470500846.023689,-104.979568481445,,,470500846.023689,-98.7214050292969,,,
470511421.319797,-110.082801818848,,,470511421.319797,-99.29052734375,,,
470521996.615905,-104.182998657227,,,470521996.615905,-98.8474502563477,,,
470532571.912014,-108.367561340332,,,470532571.912014,-98.9694519042969,,,
470543147.208122,-106.388427734375,,,470543147.208122,-98.3420486450195,,,
470553722.50423,-108.573295593262,,,470553722.50423,-98.1297607421875,,,
470564297.800338,-113.463813781738,,,470564297.800338,-96.8722076416016,,,
470574873.096447,-111.378662109375,,,470574873.096447,-98.0719223022461,,,
470585448.392555,-111.664962768555,,,470585448.392555,-97.7117691040039,,,
470596023.688663,-115.064018249512,,,470596023.688663,-98.7909927368164,,,
470606598.984772,-108.268684387207,,,470606598.984772,-98.4173812866211,,,
470617174.28088,-103.940330505371,,,470617174.28088,-98.8130798339844,,,
470627749.576988,-110.500457763672,,,470627749.576988,-99.4474029541016,,,
470638324.873096,-114.45344543457,,,470638324.873096,-98.7813262939453,,,
470648900.169205,-106.599487304688,,,470648900.169205,-98.8464965820313,,,
470659475.465313,-105.428741455078,,,470659475.465313,-97.5538177490234,,,
470670050.761421,-108.492332458496,,,470670050.761421,-99.3244857788086,,,
470680626.05753,-103.915428161621,,,470680626.05753,-98.2555541992188,,,
470691201.353638,-107.720069885254,,,470691201.353638,-98.1379623413086,,,
470701776.649746,-107.373603820801,,,470701776.649746,-99.0312728881836,,,
470712351.945854,-107.780204772949,,,470712351.945854,-98.6595687866211,,,
470722927.241963,-110.551193237305,,,470722927.241963,-98.4713439941406,,,
470733502.538071,-107.861175537109,,,470733502.538071,-98.8960037231445,,,
470744077.834179,-109.435966491699,,,470744077.834179,-99.7020874023438,,,
470754653.130288,-110.01880645752,,,470754653.130288,-99.4018478393555,,,
470765228.426396,-107.802528381348,,,470765228.426396,-99.2957916259766,,,
470775803.722504,-114.418876647949,,,470775803.722504,-99.4637985229492,,,
