Name,Sweep (T1),,,Name,Sweep (T2),,,
Date,03/04/2022,,,Date,03/04/2022,,,
Time,13:00:29,,,Time,13:00:29,,,
Instrument,FPC1000 - 204388/002,,,Instrument,FPC1000 - 204388/002,,,
Firmware Version,V1.70,,,Firmware Version,V1.70,,,
Country of Origin,Czech Republic,,,Country of Origin,Czech Republic,,,
Instrument Mode,Spectrum Analyzer,,,Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrum,,,Meas Mode,Spectrum,,,
Uplink,- - -,,,Uplink,- - -,,,
Downlink,- - -,,,Downlink,- - -,,,
Channel,- - -,,,Channel,- - -,,,
Center Frequency,626000000,Hz,,Center Frequency,626000000,Hz,,
Frequency Offset,0,Hz,,Frequency Offset,0,Hz,,
Span,12500000,Hz,,Span,12500000,Hz,,
Ref Level,-50,dBm,,Ref Level,-50,dBm,,
Ref Offset,0,dB,,Ref Offset,0,dB,,
Ref Position,1.00 ,,,Ref Position,1.00 ,,,
Range,100,dB,,Range,100,dB,,
RF Attenuation,Auto Low Distortion,,,RF Attenuation,Auto Low Distortion,,,
RF Attenuator,0,dB,,RF Attenuator,0,dB,,
Pre-Amplifier,Off,,,Pre-Amplifier,Off,,,
RF Input,50 Ω,,,RF Input,50 Ω,,,
RBW,10000,Hz,,RBW,10000,Hz,,
VBW,100000,Hz,,VBW,100000,Hz,,
SWT,0.252,s,,SWT,0.252,s,,
Trigger Mode,Free Run,,,Trigger Mode,Free Run,,,
Trigger Level,- - -,,,Trigger Level,- - -,,,
Trigger Delay,- - -,,,Trigger Delay,- - -,,,
Trace Mode,Clear / Write,,,Trace Mode,Max Hold,,,
Trace Math,Off,,,Trace Math,Off,,,
Trace Detector,RMS,,,Trace Detector,Max Peak,,,
Primary Transducer,- - -,,,Primary Transducer,- - -,,,
Secondary Transducer,- - -,,,Secondary Transducer,- - -,,,
Isotropic Antenna,Off,,,Isotropic Antenna,Off,,,
Limit Line 1,- - -,,,Limit Line 1,- - -,,,
Result Limit Line 1,- - -,,,Result Limit Line 1,- - -,,,
Limit Line 2,- - -,,,Limit Line 2,- - -,,,
Result Limit Line 2,- - -,,,Result Limit Line 2,- - -,,,
Marker 1,619750000,Hz,,Marker 1,619750000,Hz,,
Marker 1 Value,-108.04,dBm,,Marker 1 Value,-100.55,dBm,,

Frequency [Hz],Magnitude [dBm],,,Frequency [Hz],Magnitude [dBm],,,
619750000,-108.039688110352,,,619750000,-100.552436828613,,,
619760575.296108,-113.746467590332,,,619760575.296108,-100.502075195313,,,
619771150.592217,-110.189117431641,,,619771150.592217,-100.85546875,,,
619781725.888325,-109.875732421875,,,619781725.888325,-100.274131774902,,,
619792301.184433,-111.556800842285,,,619792301.184433,-99.6788940429688,,,
619802876.480541,-106.813888549805,,,619802876.480541,-100.440040588379,,,
619813451.77665,-113.153076171875,,,619813451.77665,-99.8707427978516,,,
619824027.072758,-107.094848632813,,,619824027.072758,-99.6439590454102,,,
619834602.368866,-108.118194580078,,,619834602.368866,-99.9825744628906,,,
619845177.664975,-108.720352172852,,,619845177.664975,-99.5485763549805,,,
619855752.961083,-106.790794372559,,,619855752.961083,-100.662170410156,,,
619866328.257191,-108.611343383789,,,619866328.257191,-100.147102355957,,,
619876903.5533,-107.371734619141,,,619876903.5533,-100.725379943848,,,
619887478.849408,-112.878257751465,,,619887478.849408,-99.2770004272461,,,
619898054.145516,-109.449073791504,,,619898054.145516,-98.9749221801758,,,
619908629.441624,-107.100410461426,,,619908629.441624,-99.0203475952148,,,
619919204.737733,-107.152679443359,,,619919204.737733,-99.6484298706055,,,
619929780.033841,-107.964324951172,,,619929780.033841,-99.8649520874023,,,
619940355.329949,-107.656272888184,,,619940355.329949,-100.042381286621,,,
619950930.626058,-108.587753295898,,,619950930.626058,-99.7101821899414,,,
619961505.922166,-108.423835754395,,,619961505.922166,-99.4869079589844,,,
619972081.218274,-105.308143615723,,,619972081.218274,-99.7908706665039,,,
619982656.514382,-106.107528686523,,,619982656.514382,-99.8348693847656,,,
619993231.810491,-118.088623046875,,,619993231.810491,-99.8853378295898,,,
620003807.106599,-112.528419494629,,,620003807.106599,-98.8220672607422,,,
620014382.402707,-107.250686645508,,,620014382.402707,-98.9589080810547,,,
620024957.698816,-107.431846618652,,,620024957.698816,-97.5728454589844,,,
