Frequency: 601000000.000000
Sample Rate: 12500000.000000
Vector Length: 1024
Notes: 
Run time: 30.000271 seconds
Timestamp: 09/06/2025 16:48:56
-121.70,-113.08,-112.37,-114.50,-117.46,-124.25,-124.15,-116.01,-115.29,-115.58,-113.85,-113.99,-116.74,-119.34,-119.77,-122.97,-112.18,-113.13,-126.37,-117.35,-115.86,-113.28,-110.35,-110.73,-113.25,-118.06,-117.48,-117.04,-120.84,-120.56,-117.44,-114.39,-118.25,-132.29,-131.35,-120.45,-115.17,-114.97,-118.97,-122.92,-117.35,-114.00,-111.26,-110.37,-109.96,-110.97,-113.95,-113.77,-116.72,-118.69,-117.79,-114.20,-116.91,-121.21,-110.32,-109.53,-115.93,-124.64,-119.58,-116.22,-116.14,-113.05,-110.16,-109.42,-112.03,-115.30,-113.29,-110.74,-114.33,-128.34,-113.69,-111.48,-110.75,-105.94,-103.48,-103.75,-104.66,-106.26,-112.66,-124.04,-114.82,-114.15,-109.41,-106.77,-109.04,-113.92,-121.03,-126.99,-114.97,-111.19,-112.05,-111.84,-119.61,-114.06,-114.83,-131.41,-110.97,-106.02,-105.09,-106.91,-109.67,-109.70,-108.85,-107.85,-110.05,-109.52,-106.84,-108.69,-114.99,-122.71,-115.82,-111.71,-110.75,-118.04,-114.94,-107.70,-108.70,-117.90,-116.63,-120.59,-113.83,-108.33,-109.87,-118.77,-126.88,-124.87,-113.31,-111.83,-114.66,-112.51,-108.68,-109.94,-117.44,-115.87,-124.27,-116.35,-116.96,-120.22,-112.07,-112.22,-110.41,-110.13,-119.65,-110.33,-107.70,-116.61,-115.51,-114.76,-120.57,-113.06,-117.73,-113.42,-110.15,-113.49,-116.20,-120.14,-114.28,-115.22,-113.00,-109.70,-112.74,-114.85,-117.43,-121.49,-114.58,-111.43,-108.91,-108.80,-115.92,-118.37,-110.33,-109.63,-112.48,-114.76,-113.44,-107.17,-104.06,-105.81,-113.95,-125.16,-115.58,-114.65,-105.96,-95.06,-92.80,-95.89,-102.64,-109.79,-120.53,-112.53,-109.86,-107.79,-106.25,-108.90,-119.83,-114.80,-115.67,-115.56,-117.77,-115.35,-111.24,-110.54,-110.18,-107.82,-104.74,-104.67,-110.16,-114.02,-110.83,-115.53,-123.55,-124.30,-111.55,-106.64,-105.97,-113.12,-118.69,-115.31,-121.88,-113.92,-109.61,-122.40,-111.90,-116.46,-118.67,-123.06,-114.78,-109.40,-110.88,-118.07,-112.81,-110.42,-111.46,-111.94,-110.16,-105.98,-106.27,-109.46,-116.20,-119.87,-111.40,-109.78,-109.29,-110.30,-112.90,-112.82,-108.22,-108.02,-115.47,-126.69,-122.02,-113.16,-111.63,-113.10,-111.40,-106.80,-109.34,-122.88,-112.83,-111.04,-108.95,-111.43,-123.54,-125.15,-131.53,-120.65,-112.50,-108.86,-109.65,-116.80,-128.35,-117.42,-115.87,-119.54,-112.86,-114.16,-124.60,-111.04,-108.02,-107.91,-109.19,-108.29,-108.76,-107.73,-106.16,-106.61,-109.54,-110.94,-108.79,-108.80,-110.39,-111.81,-115.10,-115.72,-114.27,-110.49,-111.33,-126.07,-112.99,-110.82,-113.47,-115.14,-118.49,-116.38,-108.10,-104.12,-103.90,-106.49,-109.11,-109.29,-113.82,-114.60,-115.17,-118.64,-116.06,-121.43,-116.05,-112.70,-114.28,-114.88,-115.35,-119.09,-113.62,-110.95,-117.45,-116.58,-112.58,-113.40,-113.58,-115.99,-115.82,-119.87,-113.65,-107.56,-106.86,-106.74,-108.75,-115.03,-109.43,-116.85,-117.92,-128.26,-112.16,-109.51,-113.35,-118.09,-110.64,-106.88,-111.13,-120.03,-113.84,-111.96,-112.64,-110.25,-109.72,-110.33,-109.46,-109.22,-109.92,-111.73,-109.46,-108.35,-109.78,-112.84,-124.28,-119.68,-129.50,-125.13,-116.81,-109.21,-107.29,-108.24,-108.06,-108.04,-108.96,-110.65,-109.47,-107.58,-109.45,-122.51,-111.95,-107.58,-109.90,-116.10,-112.15,-112.10,-110.30,-108.87,-111.60,-120.36,-115.17,-108.24,-106.19,-107.12,-108.89,-107.27,-106.26,-104.87,-105.39,-111.16,-112.67,-109.32,-113.52,-109.62,-105.69,-106.28,-109.11,-110.93,-114.08,-107.27,-106.56,-112.75,-110.51,-107.93,-109.24,-107.09,-104.59,-103.96,-104.14,-105.07,-104.59,-101.57,-101.24,-101.53,-99.41,-97.00,-94.14,-92.02,-83.50,-75.87,-74.64,-80.00,-87.38,-90.32,-94.84,-97.45,-98.62,-99.10,-98.29,-100.36,-107.28,-105.44,-105.74,-107.98,-105.53,-104.90,-104.95,-106.86,-114.54,-104.80,-104.34,-106.81,-106.78,-106.19,-110.26,-112.77,-110.33,-114.84,-112.37,-107.06,-106.07,-105.41,-104.44,-105.80,-110.54,-122.51,-113.42,-108.88,-109.96,-113.49,-111.20,-111.77,-107.23,-103.85,-104.76,-111.25,-112.67,-105.95,-112.58,-109.22,-102.80,-102.40,-104.00,-107.10,-111.67,-115.73,-125.15,-111.63,-110.71,-127.77,-114.70,-114.19,-112.68,-108.36,-105.34,-104.19,-104.68,-107.51,-115.01,-128.12,-126.93,-117.21,-108.42,-105.44,-108.38,-119.06,-117.07,-107.02,-105.36,-117.68,-105.87,-102.01,-110.00,-108.21,-109.00,-107.74,-105.10,-105.52,-109.84,-120.26,-115.30,-109.94,-107.12,-108.50,-116.74,-114.06,-112.52,-117.65,-117.07,-109.27,-104.42,-102.51,-102.33,-104.24,-105.21,-105.22,-107.29,-114.04,-124.15,-115.78,-124.73,-109.50,-107.24,-107.95,-107.05,-105.75,-105.77,-107.80,-111.94,-114.69,-114.73,-114.04,-108.52,-109.77,-115.40,-112.38,-129.19,-112.93,-111.39,-110.96,-114.68,-131.79,-116.65,-114.62,-112.84,-110.39,-116.79,-115.86,-109.83,-105.65,-103.22,-104.32,-109.64,-123.13,-118.22,-113.53,-114.03,-113.00,-112.32,-118.02,-118.78,-113.72,-114.27,-111.28,-107.75,-106.62,-110.36,-109.02,-106.99,-111.40,-112.65,-107.45,-108.82,-113.95,-116.83,-116.08,-108.31,-106.46,-110.81,-111.30,-119.78,-116.51,-110.37,-109.88,-111.19,-111.48,-129.54,-109.10,-107.81,-109.95,-110.75,-110.87,-113.32,-121.31,-118.94,-112.59,-113.20,-110.70,-109.03,-110.03,-111.54,-111.47,-116.61,-127.90,-122.06,-116.10,-106.23,-103.51,-103.31,-104.45,-107.58,-109.95,-107.16,-108.14,-112.82,-113.03,-117.17,-131.88,-117.23,-122.18,-118.63,-116.36,-110.47,-109.43,-113.56,-122.43,-114.34,-108.97,-108.33,-111.92,-118.92,-127.81,-115.43,-113.09,-118.42,-109.57,-110.10,-123.73,-113.14,-111.64,-118.43,-115.13,-112.38,-114.61,-118.37,-113.86,-113.88,-123.55,-125.34,-116.53,-113.69,-114.49,-114.19,-111.45,-113.26,-124.47,-114.19,-110.57,-110.34,-109.84,-108.67,-107.50,-108.58,-113.00,-112.12,-108.59,-109.74,-112.88,-112.17,-109.72,-110.28,-110.49,-110.27,-114.51,-114.37,-112.14,-110.79,-107.14,-107.21,-115.20,-113.88,-107.34,-107.01,-108.86,-110.49,-110.83,-118.70,-113.25,-109.01,-112.07,-118.69,-113.36,-106.33,-105.11,-108.24,-108.96,-108.15,-107.31,-110.52,-120.44,-122.32,-118.23,-113.61,-112.45,-111.47,-109.58,-109.11,-110.60,-108.84,-108.02,-112.16,-124.13,-122.29,-112.41,-108.66,-107.83,-106.90,-106.51,-109.17,-120.90,-116.34,-113.51,-115.72,-116.60,-125.57,-117.85,-112.50,-112.49,-122.75,-118.03,-112.94,-119.08,-118.23,-109.63,-105.13,-105.94,-108.30,-110.73,-103.13,-100.72,-103.96,-109.64,-110.88,-108.94,-107.03,-105.47,-105.05,-105.89,-107.30,-109.91,-114.08,-117.74,-112.27,-108.83,-111.49,-118.63,-121.06,-125.85,-118.97,-116.39,-109.94,-108.04,-110.98,-121.66,-123.13,-124.17,-122.87,-123.89,-117.69,-110.60,-108.47,-108.04,-107.89,-106.77,-106.23,-108.03,-113.76,-118.63,-116.15,-117.14,-122.37,-117.55,-117.21,-118.17,-112.23,-113.41,-115.39,-111.73,-110.91,-110.82,-112.31,-118.22,-119.01,-111.92,-115.50,-109.45,-105.50,-106.73,-111.38,-110.69,-109.43,-112.23,-115.92,-115.79,-116.69,-114.09,-112.19,-106.73,-105.34,-107.15,-107.65,-108.83,-121.98,-109.15,-103.73,-102.44,-105.58,-103.72,-99.67,-99.44,-96.10,-93.10,-95.61,-100.98,-102.14,-109.87,-112.16,-107.76,-107.86,-110.48,-123.30,-106.72,-103.64,-107.46,-116.13,-111.79,-117.92,-116.24,-115.53,-120.52,-117.35,-115.95,-120.49,-109.39,-106.43,-107.23,-111.64,-128.20,-110.60,-111.47,-117.22,-110.29,-107.80,-115.89,-115.69,-110.04,-110.33,-114.83,-115.53,-107.32,-105.86,-109.43,-113.84,-112.87,-111.61,-112.18,-120.62,-115.20,-110.78,-110.26,-117.50,-116.28,-112.11,-122.30,-116.09,-114.03,-119.90,-112.65,-114.06,-116.46,-113.66,-114.54,-120.37,-128.65,-114.63,-110.69,-112.37,-116.57,-121.96,-125.01,-114.71,-112.56,-117.67,-114.48,-108.60,-110.31,-118.60,-121.20,-117.37,-114.78,-113.25,-112.40,-109.95,-109.87,-111.20,-112.10,-115.78,-130.21,-124.33,-117.18,-113.55,-119.22,-115.91,-109.81,-111.82,-117.72,-121.60,-135.86,-115.96,-113.35,-119.04,-118.20,-115.34,-126.05,-112.88,-108.46,-108.52,-108.56,-109.73,-111.92,-113.84,-130.15,-112.94,-111.24,-119.62,-119.52,-115.56,-110.85,-108.06,-108.16,-108.12,-106.89,-107.87,-114.03,-121.46,-112.93,-109.57,-106.11,-105.31,-108.78,-108.98,-109.25,-112.28,-109.64,-109.49,-113.37,-117.25,-118.40,-121.13,-130.04,-116.71,-111.62,-110.49,-114.40,-119.49,-119.15,-126.82,-117.76,-116.63,-124.91,-116.30,-116.34,-112.96,-111.88,-112.31,-112.41,-112.90,-112.27,-111.52,-115.06,-114.80,-113.81,-125.72,-114.08,-110.02,-110.03,-110.40,-112.85,-115.07,-113.11,-112.88,-115.44,-119.45,-133.21,-123.38,-114.24,-109.16,-108.86,-110.90,-112.30,-113.46,-121.21,-121.47,-121.60
Run time: 60.000342 seconds
Timestamp: 09/06/2025 16:49:26
-110.40,-109.91,-115.36,-119.68,-122.25,-121.56,-116.62,-116.56,-115.66,-116.40,-123.18,-123.83,-124.51,-134.19,-120.72,-115.72,-115.41,-118.36,-116.74,-112.50,-109.57,-109.36,-111.29,-115.92,-122.62,-112.27,-110.26,-110.00,-108.38,-109.88,-113.45,-113.56,-116.85,-121.24,-119.28,-120.08,-120.45,-119.27,-116.15,-116.75,-118.36,-121.74,-118.24,-123.36,-117.80,-114.49,-113.22,-112.37,-114.59,-115.58,-112.85,-110.62,-110.91,-112.51,-112.73,-110.56,-110.27,-112.84,-116.76,-118.99,-116.18,-116.14,-111.44,-108.31,-108.62,-108.38,-107.50,-112.51,-111.70,-108.13,-109.53,-108.75,-108.60,-115.10,-115.72,-109.34,-106.48,-105.91,-107.88,-110.66,-115.07,-128.85,-117.74,-115.26,-109.13,-106.31,-109.51,-118.08,-113.08,-115.28,-120.36,-117.42,-117.16,-112.48,-112.71,-112.04,-112.12,-113.70,-115.44,-109.36,-105.15,-101.98,-100.19,-100.99,-103.00,-104.68,-106.89,-109.85,-109.80,-107.10,-107.07,-109.62,-109.14,-108.78,-108.72,-108.65,-114.79,-113.77,-110.03,-111.43,-113.98,-120.18,-113.23,-108.58,-117.66,-113.33,-109.60,-111.30,-116.41,-123.73,-116.54,-117.71,-111.31,-109.99,-119.32,-119.36,-113.95,-109.17,-108.25,-111.87,-116.02,-111.17,-106.55,-105.67,-106.63,-109.66,-115.06,-113.02,-115.04,-122.81,-114.58,-114.74,-120.38,-128.24,-119.29,-115.49,-116.04,-117.50,-119.42,-118.60,-132.96,-114.81,-112.15,-114.10,-118.84,-117.47,-115.71,-111.60,-109.40,-111.78,-127.79,-110.19,-108.34,-111.70,-116.17,-113.26,-107.70,-104.83,-105.93,-112.28,-112.59,-109.31,-102.59,-94.56,-91.71,-94.72,-104.00,-116.85,-117.43,-114.06,-114.30,-118.27,-117.53,-117.37,-116.35,-109.68,-112.06,-117.23,-121.93,-113.14,-120.73,-116.08,-113.26,-116.69,-121.96,-114.48,-116.33,-109.71,-107.62,-108.77,-112.85,-117.35,-108.48,-104.78,-104.84,-107.61,-110.13,-109.82,-111.10,-116.35,-134.21,-112.08,-108.01,-107.16,-109.44,-119.57,-111.21,-109.82,-114.88,-111.66,-111.35,-118.72,-120.42,-116.04,-119.01,-116.75,-115.89,-118.55,-124.19,-113.14,-114.92,-113.56,-111.21,-112.42,-114.99,-121.00,-117.37,-113.31,-117.31,-115.14,-108.25,-109.53,-109.99,-106.36,-107.24,-114.66,-119.95,-112.20,-113.55,-112.61,-110.92,-111.65,-107.33,-106.85,-109.85,-114.94,-107.78,-105.42,-109.52,-118.21,-118.55,-112.65,-112.50,-113.32,-115.28,-116.38,-113.27,-113.04,-120.34,-131.10,-126.43,-116.78,-117.97,-108.91,-109.38,-115.48,-113.29,-111.82,-112.13,-114.09,-120.06,-116.45,-113.41,-111.92,-111.83,-112.32,-114.55,-126.02,-119.32,-113.14,-109.02,-110.02,-118.73,-122.03,-113.40,-113.13,-118.75,-109.51,-112.25,-116.98,-116.30,-114.14,-114.07,-117.14,-119.27,-112.09,-112.37,-107.07,-104.38,-106.46,-116.60,-119.95,-117.60,-112.64,-110.31,-111.81,-116.20,-111.47,-109.60,-109.42,-111.84,-116.29,-116.41,-114.22,-113.75,-111.25,-106.04,-103.69,-105.68,-109.93,-108.20,-109.60,-113.94,-116.56,-111.95,-108.85,-109.24,-112.15,-112.89,-110.63,-107.45,-105.64,-106.17,-107.00,-111.66,-120.56,-112.75,-114.84,-125.88,-115.99,-110.77,-108.86,-108.61,-108.78,-111.40,-112.22,-112.56,-111.31,-105.38,-104.16,-107.94,-110.93,-111.61,-110.87,-107.07,-106.44,-110.41,-117.04,-118.15,-112.75,-108.87,-110.43,-117.41,-116.60,-109.20,-105.77,-108.15,-116.04,-113.68,-109.87,-107.63,-106.58,-106.72,-107.37,-107.83,-107.79,-107.87,-111.69,-122.92,-121.72,-113.60,-111.26,-110.31,-108.33,-105.76,-104.13,-103.49,-104.47,-109.13,-116.54,-114.03,-115.21,-112.14,-109.22,-110.47,-115.73,-109.11,-107.85,-109.03,-107.13,-108.02,-112.03,-111.97,-115.30,-114.99,-110.91,-112.13,-117.98,-89.85,-78.24,-74.30,-77.16,-87.73,-113.41,-116.24,-113.17,-110.10,-108.07,-108.39,-110.39,-120.57,-110.76,-108.95,-113.48,-117.30,-115.09,-108.05,-105.49,-107.53,-113.67,-122.73,-113.56,-114.41,-125.06,-114.33,-109.12,-108.13,-110.50,-114.17,-115.75,-111.49,-110.37,-113.29,-107.44,-106.88,-111.21,-107.49,-107.94,-118.04,-126.43,-112.56,-111.17,-124.22,-114.72,-114.96,-127.87,-111.19,-109.16,-112.44,-114.66,-115.24,-123.15,-111.79,-119.14,-110.97,-106.69,-113.73,-115.14,-112.10,-116.06,-113.18,-108.71,-107.19,-106.53,-110.43,-111.53,-111.08,-110.83,-111.66,-110.65,-109.58,-109.05,-108.56,-107.67,-108.97,-125.34,-112.81,-109.61,-113.51,-110.49,-102.11,-103.80,-104.65,-97.52,-98.11,-101.13,-106.41,-114.67,-115.99,-119.73,-116.04,-113.23,-111.29,-106.84,-104.17,-104.93,-107.29,-108.91,-109.07,-110.38,-113.55,-112.05,-113.65,-110.47,-110.18,-112.66,-115.54,-119.18,-114.49,-110.09,-113.45,-127.59,-118.88,-109.31,-107.52,-109.23,-109.21,-106.76,-107.27,-112.38,-112.54,-109.56,-107.78,-108.36,-115.60,-118.00,-119.31,-126.12,-117.64,-111.76,-109.58,-107.56,-104.92,-106.99,-116.43,-118.24,-111.90,-109.83,-114.47,-123.89,-126.37,-111.70,-105.90,-104.35,-106.65,-110.05,-115.31,-115.10,-109.88,-110.72,-119.62,-121.59,-123.00,-118.92,-113.90,-116.80,-125.23,-113.79,-112.08,-111.13,-112.74,-112.93,-110.35,-110.07,-107.09,-110.40,-128.06,-114.95,-110.76,-113.54,-129.73,-114.90,-110.62,-110.06,-110.25,-109.20,-112.35,-134.26,-116.45,-116.99,-119.04,-117.41,-107.84,-105.71,-107.39,-109.67,-111.60,-115.08,-111.19,-108.68,-107.27,-111.16,-116.76,-112.56,-120.77,-114.29,-115.46,-113.88,-114.08,-123.67,-114.32,-111.40,-111.85,-113.69,-113.68,-109.37,-108.97,-110.36,-111.95,-110.03,-108.72,-111.99,-131.20,-117.09,-113.59,-110.04,-108.08,-113.68,-111.78,-109.75,-106.63,-105.66,-106.58,-106.44,-106.10,-105.58,-104.15,-104.83,-109.92,-116.70,-106.45,-103.67,-105.71,-114.03,-137.75,-121.62,-111.66,-109.42,-108.34,-107.97,-110.46,-113.30,-111.07,-107.15,-105.80,-107.48,-112.36,-114.91,-113.85,-109.46,-107.35,-107.90,-109.01,-111.35,-112.60,-112.07,-112.55,-112.29,-111.43,-112.56,-117.20,-119.05,-115.85,-110.74,-113.56,-119.63,-119.73,-115.36,-110.20,-108.84,-111.13,-114.62,-113.05,-111.03,-112.75,-113.49,-113.94,-118.13,-121.95,-112.92,-110.21,-111.39,-109.97,-108.86,-109.99,-109.74,-113.19,-122.60,-119.70,-113.24,-108.65,-112.13,-126.45,-123.81,-117.95,-107.92,-105.35,-106.42,-108.31,-109.94,-113.91,-111.10,-110.78,-125.93,-114.92,-113.65,-117.70,-114.84,-112.25,-112.57,-111.76,-108.67,-107.13,-109.30,-113.81,-112.61,-108.90,-107.27,-108.21,-108.94,-108.07,-110.10,-117.98,-113.69,-108.93,-113.80,-120.79,-112.34,-108.92,-113.75,-114.34,-112.97,-108.00,-104.50,-106.00,-111.82,-107.73,-106.14,-108.96,-114.21,-129.39,-119.34,-116.19,-114.39,-113.07,-111.66,-112.39,-117.47,-127.11,-111.77,-113.17,-123.37,-113.99,-107.99,-107.32,-106.26,-103.72,-104.77,-112.79,-124.09,-114.51,-106.46,-106.08,-107.77,-106.96,-105.42,-105.86,-108.30,-114.54,-116.83,-114.90,-112.83,-112.63,-113.93,-116.62,-110.90,-107.02,-107.74,-111.37,-108.31,-108.66,-112.30,-114.78,-120.24,-131.54,-117.51,-113.60,-109.63,-108.06,-110.31,-121.30,-118.71,-117.50,-108.57,-106.49,-109.55,-125.02,-113.95,-109.97,-106.91,-107.98,-112.57,-109.78,-112.92,-117.28,-117.04,-115.74,-111.61,-111.82,-96.47,-91.37,-93.35,-101.68,-105.61,-109.54,-121.28,-123.71,-126.79,-110.61,-105.90,-107.74,-112.27,-115.04,-114.32,-115.35,-127.89,-116.17,-115.04,-118.73,-122.87,-126.99,-116.74,-114.82,-117.14,-119.31,-115.21,-107.88,-105.84,-106.13,-105.80,-107.77,-110.65,-110.66,-115.73,-117.51,-114.90,-114.69,-115.65,-113.33,-111.53,-114.49,-121.78,-120.42,-115.41,-114.32,-116.78,-118.79,-120.28,-112.26,-109.97,-114.61,-121.85,-116.27,-113.87,-112.12,-112.54,-114.32,-109.11,-107.71,-108.46,-110.01,-111.94,-112.61,-116.89,-121.19,-117.22,-115.26,-114.58,-115.33,-116.03,-113.64,-114.07,-113.56,-115.40,-119.04,-114.67,-116.43,-125.43,-114.46,-112.81,-120.65,-115.23,-109.75,-108.25,-108.46,-115.12,-118.08,-111.40,-110.75,-114.64,-121.03,-121.75,-110.49,-106.81,-105.64,-106.23,-108.86,-116.57,-127.66,-116.62,-115.42,-116.99,-113.51,-114.41,-111.83,-113.38,-116.32,-119.95,-134.50,-122.38,-124.12,-121.08,-115.38,-113.94,-124.49,-116.21,-113.39,-115.92,-135.46,-113.35,-110.53,-114.11,-120.65,-119.72,-115.69,-113.52,-112.73,-114.76,-113.44,-104.51,-104.98,-112.85,-125.90,-117.41,-114.92,-115.87,-115.68,-112.14,-111.04,-111.25,-112.82,-116.05,-124.30,-126.23,-123.96,-114.05,-112.86,-116.27,-112.62,-110.48,-115.69,-127.42,-116.60,-115.27,-117.51,-110.62,-106.59,-106.19,-109.96,-116.50,-115.62,-115.32,-112.83,-112.03,-111.70,-111.39,-111.82,-116.26,-121.64,-119.73,-121.65,-127.44,-118.26,-113.92,-118.88,-121.21,-113.82,-112.54,-111.12,-110.92,-112.85,-116.26,-117.68,-115.96
Run time: 90.001374 seconds
