Frequency: 500000000.000000
Sample Rate: 12500000.000000
Vector Length: 1024
Notes: 
Run time: 30.000585 seconds
Timestamp: 09/09/2025 19:04:02
-102.08,-100.20,-98.92,-98.86,-98.75,-98.72,-99.73,-101.20,-102.14,-102.34,-102.04,-101.56,-101.19,-100.82,-100.12,-99.34,-98.96,-99.00,-99.21,-99.57,-99.79,-100.51,-101.71,-101.45,-100.14,-99.92,-100.40,-100.47,-99.69,-98.72,-98.66,-99.35,-99.55,-98.47,-97.23,-97.47,-99.55,-101.07,-99.58,-98.55,-99.02,-100.20,-101.44,-101.92,-101.48,-100.58,-99.53,-98.26,-97.45,-97.61,-98.36,-98.82,-99.83,-102.16,-103.00,-101.30,-100.29,-100.23,-100.07,-99.50,-99.45,-100.22,-100.52,-100.32,-100.86,-101.36,-100.48,-99.85,-100.68,-101.51,-100.25,-98.63,-98.80,-99.64,-99.34,-99.41,-100.09,-99.56,-98.43,-98.45,-99.62,-99.85,-99.43,-99.97,-101.19,-102.06,-101.48,-100.33,-99.28,-98.89,-99.44,-99.97,-99.70,-99.77,-100.27,-100.97,-102.01,-102.17,-100.60,-99.13,-98.93,-99.38,-99.35,-98.88,-98.52,-98.29,-98.01,-97.72,-98.08,-99.19,-99.20,-97.70,-96.94,-97.27,-98.00,-99.01,-99.70,-99.24,-98.02,-97.36,-97.46,-97.98,-99.40,-101.26,-101.25,-99.45,-97.85,-97.24,-97.26,-97.80,-98.26,-97.67,-96.83,-96.70,-97.36,-98.54,-99.32,-98.49,-97.48,-98.26,-99.72,-100.31,-100.71,-100.39,-99.46,-99.22,-99.19,-98.15,-96.61,-95.94,-96.50,-97.75,-98.64,-98.56,-98.56,-99.17,-99.40,-98.91,-98.38,-97.91,-97.34,-97.12,-97.09,-97.24,-97.64,-97.52,-96.86,-96.16,-96.29,-98.02,-100.57,-101.88,-101.06,-100.00,-100.07,-100.50,-99.76,-98.00,-96.82,-96.32,-96.47,-96.90,-96.85,-96.26,-95.97,-96.29,-96.76,-97.77,-98.60,-98.06,-97.74,-97.83,-97.54,-97.61,-98.53,-99.22,-98.91,-98.15,-97.54,-97.56,-97.52,-97.11,-97.19,-97.51,-97.38,-97.07,-96.91,-96.70,-96.60,-97.11,-97.51,-96.62,-95.53,-96.12,-98.13,-99.18,-98.91,-98.26,-97.29,-96.38,-96.22,-96.77,-96.59,-96.05,-96.70,-97.30,-96.71,-96.11,-95.44,-95.07,-95.89,-96.87,-96.28,-95.65,-96.04,-96.86,-97.84,-98.22,-96.88,-95.32,-95.67,-97.59,-98.18,-97.08,-96.39,-95.71,-94.38,-93.37,-93.45,-94.24,-94.55,-94.15,-94.05,-94.55,-94.97,-95.24,-95.92,-96.79,-96.70,-95.25,-93.74,-93.16,-93.35,-93.84,-94.65,-95.58,-95.53,-94.91,-94.87,-95.43,-96.27,-96.64,-95.69,-94.59,-94.13,-93.85,-93.54,-93.21,-93.36,-94.23,-94.94,-94.87,-94.50,-94.14,-93.91,-94.22,-94.94,-95.11,-94.86,-94.33,-93.45,-92.94,-93.50,-94.38,-94.22,-93.69,-93.54,-93.34,-92.85,-92.36,-92.30,-92.81,-93.28,-93.18,-93.00,-93.21,-93.87,-94.23,-93.64,-92.84,-92.50,-92.50,-92.41,-92.09,-91.93,-91.97,-91.61,-91.15,-91.15,-91.50,-91.82,-92.04,-92.33,-92.37,-91.93,-91.45,-91.69,-92.18,-91.66,-90.85,-90.78,-91.21,-91.69,-92.01,-91.81,-91.26,-90.60,-90.00,-90.36,-91.48,-91.46,-90.60,-90.52,-90.83,-90.63,-90.63,-91.14,-91.12,-90.37,-89.49,-89.02,-88.94,-88.77,-88.84,-89.55,-90.34,-90.40,-89.84,-89.39,-89.42,-89.52,-89.14,-88.56,-88.51,-88.96,-89.11,-88.64,-88.11,-87.97,-88.09,-88.25,-88.40,-88.30,-87.88,-87.35,-86.92,-86.80,-86.81,-86.72,-86.68,-86.75,-86.82,-86.74,-86.55,-86.45,-86.38,-86.10,-85.72,-85.44,-85.29,-85.18,-85.00,-84.53,-84.04,-83.85,-83.72,-83.37,-83.27,-83.66,-83.62,-83.19,-83.96,-85.97,-87.06,-86.29,-85.43,-84.18,-85.11,-86.72,-81.22,-76.52,-76.05,-77.57,-75.12,-71.07,-70.86,-73.05,-71.51,-67.57,-68.45,-73.20,-69.54,-64.99,-68.16,-76.05,-64.10,-60.99,-65.97,-65.89,-58.51,-57.14,-62.12,-60.01,-55.01,-54.85,-60.23,-57.63,-53.96,-54.97,-61.42,-57.83,-55.59,-58.25,-64.71,-59.79,-60.48,-65.64,-67.46,-64.23,-67.91,-75.13,-73.79,-70.61,-71.51,-66.21,-57.69,-57.55,-61.40,-59.39,-54.56,-55.38,-59.72,-62.07,-60.51,-61.84,-63.10,-59.74,-57.94,-59.73,-59.91,-55.32,-53.81,-57.48,-64.25,-63.48,-62.22,-64.24,-61.38,-58.28,-58.54,-62.81,-62.15,-58.17,-59.87,-71.45,-64.92,-67.26,-68.76,-65.49,-61.99,-60.42,-66.79,-64.75,-62.23,-67.97,-66.77,-60.26,-59.51,-62.43,-67.69,-62.19,-63.37,-68.57,-61.39,-57.22,-58.80,-65.00,-66.44,-62.46,-65.53,-67.36,-60.13,-58.02,-63.01,-71.53,-62.68,-61.22,-66.51,-70.35,-62.78,-62.87,-70.48,-61.33,-58.26,-59.51,-67.75,-81.00,-77.12,-72.98,-62.40,-58.37,-57.66,-61.90,-64.72,-61.97,-65.46,-67.13,-65.22,-63.44,-64.32,-66.79,-58.01,-57.77,-62.71,-70.23,-63.55,-64.88,-70.62,-64.57,-60.93,-63.35,-68.73,-59.07,-55.93,-59.99,-71.39,-63.93,-61.90,-66.80,-74.69,-67.30,-67.04,-71.85,-61.60,-56.97,-58.02,-65.03,-58.82,-56.59,-59.11,-68.17,-63.49,-64.17,-67.65,-74.15,-72.52,-69.20,-71.41,-60.92,-58.29,-59.83,-64.13,-56.02,-54.91,-58.70,-62.25,-54.66,-55.03,-61.31,-60.88,-54.87,-56.68,-64.96,-60.80,-56.75,-60.13,-70.50,-62.65,-60.13,-65.27,-71.58,-64.58,-63.82,-70.25,-73.60,-68.78,-69.53,-79.06,-76.98,-73.97,-76.26,-82.93,-77.90,-77.22,-80.31,-88.35,-87.59,-88.71,-98.70,-91.03,-87.45,-89.18,-91.24,-90.37,-89.61,-90.12,-92.15,-95.53,-96.52,-94.95,-93.67,-92.90,-92.47,-92.27,-92.26,-92.49,-93.05,-93.49,-93.50,-93.64,-94.05,-94.28,-94.09,-93.58,-93.06,-93.09,-94.00,-95.15,-94.96,-94.04,-93.94,-94.33,-94.48,-94.98,-95.81,-95.40,-94.65,-94.75,-94.83,-94.19,-93.78,-93.85,-93.49,-93.02,-93.63,-94.93,-95.83,-95.69,-94.62,-93.70,-93.78,-94.59,-95.72,-96.66,-96.22,-95.06,-94.66,-95.02,-95.57,-95.60,-95.32,-95.46,-95.42,-94.83,-94.56,-95.52,-97.28,-97.86,-96.80,-95.90,-95.78,-95.74,-95.11,-94.82,-95.52,-96.12,-96.02,-96.31,-96.81,-96.55,-96.29,-95.70,-95.46,-96.23,-96.85,-97.04,-96.65,-95.63,-95.62,-96.64,-96.54,-96.08,-96.99,-98.61,-99.57,-99.37,-99.12,-99.01,-97.52,-95.22,-94.37,-94.79,-95.54,-95.73,-95.61,-96.03,-97.29,-98.63,-98.15,-96.88,-96.24,-96.52,-97.24,-97.60,-97.61,-97.62,-97.37,-96.84,-96.54,-96.45,-97.00,-98.72,-101.09,-102.11,-100.90,-99.33,-98.64,-98.68,-99.06,-98.76,-98.08,-98.39,-99.91,-100.97,-99.01,-96.73,-96.20,-96.80,-97.31,-97.69,-97.64,-97.35,-97.27,-97.35,-97.89,-98.65,-99.07,-99.57,-100.88,-101.86,-100.63,-99.43,-98.93,-97.96,-97.00,-97.03,-97.87,-98.08,-97.01,-96.34,-96.30,-96.61,-97.52,-98.72,-99.11,-99.32,-99.82,-99.39,-98.18,-97.58,-97.73,-98.44,-98.79,-98.16,-97.63,-97.66,-97.97,-98.14,-98.22,-99.07,-99.70,-98.87,-98.10,-97.63,-97.61,-98.11,-99.02,-99.85,-99.07,-98.28,-99.92,-103.11,-102.89,-100.16,-98.63,-98.30,-98.86,-100.25,-100.79,-99.52,-98.27,-97.87,-97.67,-98.18,-99.85,-101.09,-100.29,-98.93,-98.38,-98.40,-98.82,-99.97,-101.93,-101.69,-99.89,-99.90,-101.80,-102.76,-101.16,-100.29,-99.87,-99.06,-98.33,-96.75,-95.85,-96.47,-97.55,-98.15,-98.32,-98.16,-98.29,-98.54,-97.96,-97.71,-98.90,-100.89,-102.19,-101.02,-99.77,-100.98,-103.18,-102.17,-100.21,-100.44,-102.78,-103.53,-100.32,-97.34,-96.50,-97.50,-100.15,-103.03,-101.41,-98.78,-98.71,-99.95,-100.06,-99.81,-100.35,-100.62,-99.42,-98.33,-98.25,-98.52,-98.49,-98.20,-98.25,-98.78,-99.24,-99.67,-99.88,-99.81,-99.94,-100.02,-100.11,-100.91,-101.69,-101.01,-100.10,-99.48,-99.47,-100.31,-100.05,-99.05,-99.13,-100.56,-102.34,-102.93,-102.22,-102.30,-102.52,-101.36,-100.29,-100.47,-100.80,-100.45,-99.54,-99.28,-99.83,-100.73,-100.31,-99.31,-99.56,-99.89,-99.71,-99.77,-99.37,-98.48,-98.74,-99.42,-99.13,-98.93,-98.46,-98.47,-99.31,-99.59,-99.28,-99.73,-100.62,-99.97,-98.04,-97.27,-98.91,-101.57,-101.49,-100.95,-100.99,-100.46,-99.69,-99.45,-99.79,-100.32,-101.14,-101.93,-101.42,-100.29,-99.94,-100.22,-100.57,-101.44,-102.94,-103.91,-102.74,-101.12,-100.40,-100.13,-99.76,-98.81,-97.67,-96.99,-97.46,-99.44,-101.40,-101.44,-100.73,-100.02,-99.38,-99.34,-99.63,-99.34,-98.72,-98.25,-97.94,-98.68,-100.88,-102.21,-101.27,-100.26,-100.09,-100.39,-101.32,-102.37,-101.78,-100.78,-100.38,-100.32,-101.06,-101.43,-100.11,-99.78,-101.12,-102.92,-101.95,-100.22,-100.11,-101.16,-101.47,-100.31,-99.19,-99.14,-99.81,-99.99,-100.33,-102.49,-104.25,-102.55,-101.43,-101.03,-100.76,-101.04,-101.55,-102.02,-102.63,-102.86
Run time: 60.001713 seconds
Timestamp: 09/09/2025 19:04:32
-121.51,-128.59,-121.02,-123.31,-117.76,-112.17,-112.92,-119.52,-121.92,-119.49,-116.16,-115.30,-119.90,-117.60,-113.92,-113.58,-112.20,-111.93,-117.65,-120.64,-141.99,-119.18,-115.46,-112.83,-110.60,-108.97,-108.95,-111.42,-118.78,-111.93,-110.52,-114.16,-116.92,-121.23,-120.46,-111.01,-108.23,-108.29,-111.01,-113.99,-123.68,-147.74,-124.93,-115.89,-112.58,-114.86,-114.81,-111.28,-112.92,-116.01,-117.36,-115.51,-114.45,-110.65,-108.91,-108.79,-107.87,-107.82,-111.56,-122.82,-139.02,-128.06,-115.10,-110.37,-108.87,-109.47,-110.33,-110.40,-110.67,-111.72,-111.72,-110.67,-111.81,-114.02,-113.32,-115.97,-118.00,-114.27,-117.34,-115.21,-111.07,-111.37,-113.58,-112.70,-114.79,-114.96,-108.68,-106.01,-104.98,-105.24,-106.30,-109.07,-121.36,-115.17,-114.16,-116.19,-114.80,-113.27,-116.81,-118.94,-117.79,-115.97,-110.07,-109.05,-112.50,-111.44,-109.64,-113.38,-124.68,-114.41,-113.89,-122.43,-124.04,-115.40,-115.25,-110.76,-111.12,-115.52,-116.04,-130.51,-114.08,-113.72,-136.38,-114.48,-112.12,-117.30,-134.30,-123.65,-133.75,-118.85,-111.66,-109.93,-111.91,-112.09,-115.57,-125.86,-132.83,-118.22,-112.16,-110.76,-110.76,-110.03,-106.60,-105.92,-110.66,-119.94,-116.80,-111.31,-107.99,-107.98,-111.31,-119.70,-121.84,-117.34,-111.00,-109.23,-110.53,-110.07,-109.23,-109.92,-111.71,-110.50,-109.09,-111.28,-118.96,-112.84,-110.53,-112.86,-126.40,-116.95,-117.59,-121.72,-114.25,-110.64,-107.98,-107.13,-107.17,-108.67,-112.64,-112.42,-112.67,-118.15,-111.45,-112.24,-110.25,-107.99,-106.92,-106.28,-107.19,-108.99,-110.82,-113.12,-114.08,-111.75,-108.81,-106.43,-107.78,-112.93,-116.10,-118.91,-118.03,-116.11,-115.03,-119.03,-113.08,-110.75,-111.15,-108.97,-108.96,-110.48,-112.86,-115.07,-116.36,-120.83,-119.12,-114.29,-110.19,-107.20,-107.10,-113.25,-112.25,-113.28,-119.11,-114.83,-115.26,-112.80,-112.99,-114.06,-112.17,-110.15,-109.41,-116.12,-110.94,-108.71,-110.05,-110.27,-108.55,-108.44,-105.98,-105.58,-107.69,-110.06,-110.75,-114.25,-118.72,-113.85,-112.80,-116.82,-120.33,-116.35,-114.85,-112.46,-108.27,-105.87,-105.13,-107.53,-114.92,-110.96,-112.50,-111.05,-106.47,-107.85,-113.03,-116.47,-111.02,-112.14,-111.47,-108.84,-110.87,-114.17,-116.10,-114.54,-109.76,-108.51,-110.26,-110.61,-115.59,-112.83,-108.59,-109.66,-111.61,-109.93,-112.15,-117.30,-107.81,-106.54,-110.14,-111.84,-113.78,-123.87,-111.47,-104.84,-105.32,-109.55,-106.74,-105.18,-106.04,-109.13,-116.09,-120.92,-111.94,-110.67,-112.39,-111.90,-112.06,-117.53,-116.13,-111.60,-111.07,-113.90,-119.47,-114.64,-109.41,-108.78,-111.21,-121.20,-113.73,-110.52,-111.23,-114.81,-110.41,-107.15,-106.63,-107.33,-111.92,-113.02,-111.79,-110.83,-112.83,-114.28,-110.90,-113.81,-114.05,-114.56,-117.82,-116.90,-119.38,-109.16,-106.73,-111.24,-130.60,-115.64,-112.63,-111.51,-111.70,-113.42,-113.67,-111.45,-110.61,-112.59,-115.05,-112.86,-108.64,-106.79,-109.23,-116.94,-118.03,-110.79,-109.29,-114.16,-116.79,-110.91,-107.60,-107.41,-108.74,-111.59,-114.80,-113.10,-108.39,-105.96,-106.38,-108.64,-111.74,-116.57,-123.63,-115.67,-113.89,-115.73,-120.30,-119.49,-107.96,-105.48,-106.92,-114.17,-121.54,-115.23,-121.65,-122.42,-120.06,-115.51,-115.67,-121.85,-111.60,-108.01,-107.99,-106.32,-102.34,-99.71,-102.71,-122.76,-101.35,-95.29,-96.65,-104.20,-92.79,-86.65,-87.01,-95.32,-87.80,-80.70,-80.59,-88.17,-83.51,-75.11,-74.18,-80.73,-79.45,-70.11,-68.49,-74.00,-76.13,-65.79,-63.49,-68.10,-73.57,-62.30,-59.35,-63.25,-71.59,-59.69,-56.06,-59.22,-69.63,-58.28,-53.94,-56.41,-66.99,-58.21,-53.15,-54.98,-64.85,-60.39,-54.51,-55.69,-64.40,-66.95,-60.09,-60.64,-67.87,-76.10,-71.68,-71.66,-79.34,-65.55,-57.78,-57.05,-63.46,-65.95,-56.75,-55.35,-60.80,-73.39,-64.27,-62.19,-66.70,-71.58,-64.22,-61.60,-65.83,-70.44,-58.75,-55.42,-58.83,-70.76,-65.74,-61.53,-64.18,-71.10,-65.15,-60.64,-62.76,-72.84,-61.71,-56.27,-57.70,-66.28,-83.22,-76.77,-77.50,-76.79,-63.88,-57.27,-57.45,-64.85,-70.28,-62.03,-61.58,-67.41,-67.60,-60.34,-59.24,-65.17,-69.98,-60.15,-58.37,-63.16,-69.61,-63.34,-61.00,-65.44,-72.13,-60.77,-57.69,-61.29,-69.38,-64.66,-61.04,-64.12,-74.12,-62.64,-58.24,-60.57,-67.97,-63.79,-59.03,-60.77,-70.48,-67.32,-61.33,-62.39,-68.52,-63.20,-57.13,-57.59,-65.04,-82.26,-77.14,-76.95,-77.84,-64.97,-57.31,-56.48,-62.23,-68.43,-62.22,-60.73,-66.13,-74.18,-63.82,-61.66,-65.92,-66.86,-58.18,-55.43,-59.30,-68.23,-64.90,-61.61,-64.92,-76.28,-66.35,-62.14,-64.63,-68.66,-59.84,-55.21,-57.17,-64.72,-61.95,-56.85,-58.18,-66.28,-75.11,-71.15,-71.86,-80.16,-67.26,-60.34,-60.37,-66.06,-62.38,-55.33,-54.75,-60.48,-61.73,-54.53,-53.31,-58.58,-62.86,-55.87,-54.05,-58.76,-65.06,-58.56,-56.11,-60.19,-67.78,-62.39,-59.36,-62.87,-71.14,-67.04,-63.42,-66.30,-74.79,-72.50,-68.29,-70.49,-78.71,-78.54,-73.94,-75.62,-83.70,-85.21,-80.23,-81.32,-88.88,-93.41,-87.27,-87.12,-93.02,-98.26,-93.93,-93.68,-99.17,-105.69,-103.89,-103.92,-107.53,-106.72,-102.31,-101.54,-105.99,-116.16,-118.53,-112.22,-111.18,-117.94,-117.08,-112.47,-110.60,-109.50,-110.05,-106.24,-103.33,-104.94,-118.98,-107.45,-104.35,-105.31,-105.53,-106.07,-108.67,-110.94,-113.38,-120.97,-113.13,-112.85,-115.11,-117.32,-115.68,-116.81,-112.53,-111.44,-110.29,-109.56,-107.79,-104.14,-103.29,-107.57,-116.79,-117.66,-121.84,-112.69,-105.28,-104.94,-109.45,-116.90,-122.90,-119.39,-109.55,-106.83,-108.82,-116.56,-119.11,-116.78,-120.83,-125.63,-120.63,-115.85,-107.62,-107.56,-113.02,-114.98,-115.00,-114.57,-109.47,-109.95,-111.57,-106.07,-105.59,-110.42,-116.26,-113.24,-113.10,-112.90,-109.65,-109.65,-116.69,-111.44,-112.99,-118.11,-117.43,-116.01,-115.44,-121.37,-115.25,-110.23,-109.77,-111.92,-116.05,-122.96,-116.87,-110.57,-110.64,-114.75,-115.67,-114.16,-117.00,-120.66,-119.47,-127.71,-110.91,-108.64,-112.83,-115.15,-113.72,-120.57,-111.35,-107.28,-106.13,-105.30,-106.14,-110.58,-109.73,-110.30,-110.07,-109.24,-112.18,-116.04,-122.63,-119.89,-115.71,-111.40,-113.68,-117.73,-109.51,-116.22,-123.64,-117.00,-110.73,-108.32,-107.80,-108.23,-114.20,-122.74,-118.80,-114.88,-113.61,-113.39,-119.27,-112.60,-106.52,-105.76,-108.86,-117.59,-117.31,-118.52,-113.22,-109.60,-110.44,-113.44,-112.56,-109.69,-111.80,-120.49,-111.28,-108.57,-111.12,-116.54,-127.60,-113.19,-109.08,-106.71,-107.67,-112.20,-115.57,-114.62,-113.72,-111.29,-114.51,-120.23,-111.57,-110.17,-113.21,-115.85,-115.26,-115.88,-114.29,-114.58,-126.49,-117.82,-121.49,-122.22,-116.62,-112.75,-114.48,-126.75,-111.98,-110.23,-113.08,-121.02,-122.03,-113.02,-109.00,-112.08,-129.12,-125.76,-111.16,-108.57,-108.76,-111.85,-123.23,-113.34,-112.94,-113.38,-118.83,-112.84,-107.01,-106.07,-108.34,-109.80,-109.67,-108.06,-105.98,-105.89,-108.83,-113.77,-118.11,-140.38,-113.71,-112.19,-116.34,-128.34,-111.93,-106.50,-107.06,-109.21,-109.73,-111.74,-114.49,-117.42,-123.62,-128.75,-131.25,-117.41,-110.54,-108.60,-115.60,-113.41,-110.54,-112.43,-116.31,-116.31,-118.94,-119.78,-119.23,-115.99,-112.73,-113.13,-114.23,-111.75,-110.26,-111.48,-117.06,-120.26,-118.59,-125.88,-113.80,-113.23,-114.01,-117.17,-122.25,-119.36,-110.07,-106.08,-105.78,-106.09,-107.21,-110.52,-122.65,-115.54,-112.39,-122.11,-112.21,-113.38,-111.29,-110.35,-115.75,-121.38,-146.38,-130.14,-117.71,-112.36,-118.97,-118.60,-113.17,-115.64,-129.82,-114.91,-114.78,-116.30,-119.69,-121.73,-116.48,-112.30,-111.03,-112.20,-113.77,-114.58,-112.66,-112.58,-113.70,-118.07,-116.34,-123.93,-118.09,-111.57,-110.16,-109.54,-110.33,-112.77,-109.40,-111.90,-118.67,-117.72,-118.24,-116.76,-112.06,-112.58,-116.91,-114.95,-111.11,-108.16,-106.88,-107.06,-107.97,-110.36,-118.98,-112.88,-108.52,-109.87,-116.80,-154.92,-118.94,-112.31,-111.22,-109.84,-107.92,-109.28,-113.30,-116.16,-120.34,-113.84,-108.71,-108.62,-111.79,-113.85,-112.43,-113.95,-120.05,-117.98,-116.11,-121.43,-116.75,-120.59,-120.66,-116.50,-127.20,-111.36,-107.39,-112.34,-122.58,-115.12,-112.67,-107.86,-106.03,-107.02,-112.16,-122.53,-116.56,-109.25,-108.93,-114.28,-118.15,-115.75,-116.78,-116.57,-112.61,-112.68,-117.49,-114.67,-118.21,-116.80,-125.86,-118.55,-115.57,-114.56,-114.90,-117.46,-120.62,-131.14,-120.73,-120.76
Run time: 90.001765 seconds
